concept:name,case:concept:name,case:AMOUNT_REQ,StartTime,StartRes,CompleteTime,CompleteRes,Duration,activity_pre,activity,activity_verb,activity_dec,pre_activity,rank_result,result,TimeDiff
O_DECLINED,184354,25000,2011-11-14 15:59:39,10889,2011-11-14 15:59:39,10889,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,264837.0
O_SELECTED,184409,8000,2011-11-11 09:58:20,11000,2011-11-11 09:58:20,11000,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184409,8000,2011-11-11 09:58:22,11000,2011-11-11 09:58:22,11000,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,184409,8000,2011-11-11 09:58:22,11000,2011-11-11 09:58:22,11000,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,184409,8000,2011-11-23 09:40:24,10899,2011-11-23 09:40:24,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,1035722.0
O_DECLINED,184409,8000,2011-11-28 08:40:35,10609,2011-11-28 08:40:35,10609,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,428411.0
O_SELECTED,184472,45000,2011-11-11 11:43:39,11000,2011-11-11 11:43:39,11000,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184472,45000,2011-11-11 11:43:40,11000,2011-11-11 11:43:40,11000,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184472,45000,2011-11-11 11:43:40,11000,2011-11-11 11:43:40,11000,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,184472,45000,2011-11-11 11:44:51,11000,2011-11-11 11:44:51,11000,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,71.0
O_SELECTED,184472,45000,2011-11-11 11:44:51,11000,2011-11-11 11:44:51,11000,0.0,o,select,select,<NO_DESC>,o_select,2,decline,71.0
O_CREATED,184472,45000,2011-11-11 11:44:52,11000,2011-11-11 11:44:52,11000,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184472,45000,2011-11-11 11:44:52,11000,2011-11-11 11:44:52,11000,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,184472,45000,2011-11-14 10:59:17,10880,2011-11-14 10:59:17,10880,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,256465.0
O_SELECTED,184472,45000,2011-11-14 10:59:17,10880,2011-11-14 10:59:17,10880,0.0,o,select,select,<NO_DESC>,o_select,2,decline,256465.0
O_CREATED,184472,45000,2011-11-14 10:59:18,10880,2011-11-14 10:59:18,10880,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184472,45000,2011-11-14 10:59:18,10880,2011-11-14 10:59:18,10880,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184472,45000,2011-11-17 12:29:13,11029,2011-11-17 12:29:13,11029,0.0,o,return,return,<NO_DESC>,o_return,2,decline,264595.0
O_DECLINED,184472,45000,2011-11-23 15:16:08,10629,2011-11-23 15:16:08,10629,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,528415.0
O_SELECTED,184511,15000,2011-11-11 20:37:45,11201,2011-11-11 20:37:45,11201,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184511,15000,2011-11-11 20:37:46,11201,2011-11-11 20:37:46,11201,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184511,15000,2011-11-11 20:37:46,11201,2011-11-11 20:37:46,11201,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184511,15000,2011-11-17 09:44:47,11029,2011-11-17 09:44:47,11029,0.0,o,return,return,<NO_DESC>,o_return,2,decline,479221.0
O_DECLINED,184511,15000,2011-11-22 09:23:36,10809,2011-11-22 09:23:36,10809,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,430729.0
O_SELECTED,184520,40000,2011-11-11 16:05:41,11201,2011-11-11 16:05:41,11201,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184520,40000,2011-11-11 16:05:42,11201,2011-11-11 16:05:42,11201,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184520,40000,2011-11-11 16:05:42,11201,2011-11-11 16:05:42,11201,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184520,40000,2011-11-18 11:44:56,10789,2011-11-18 11:44:56,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,589154.0
O_DECLINED,184520,40000,2011-11-22 12:02:51,10138,2011-11-22 12:02:51,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,346675.0
O_SELECTED,184571,1600,2011-11-12 15:42:35,10862,2011-11-12 15:42:35,10862,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184571,1600,2011-11-12 15:42:36,10862,2011-11-12 15:42:36,10862,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184571,1600,2011-11-12 15:42:36,10862,2011-11-12 15:42:36,10862,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184571,1600,2011-11-18 11:49:27,10789,2011-11-18 11:49:27,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,504411.0
O_DECLINED,184571,1600,2011-11-23 10:32:52,10138,2011-11-23 10:32:52,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,427405.0
O_SELECTED,184676,5000,2011-11-12 11:44:03,11121,2011-11-12 11:44:03,11121,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184676,5000,2011-11-12 11:44:04,11121,2011-11-12 11:44:04,11121,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184676,5000,2011-11-12 11:44:04,11121,2011-11-12 11:44:04,11121,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184676,5000,2011-11-21 11:36:20,11029,2011-11-21 11:36:20,11029,0.0,o,return,return,<NO_DESC>,o_return,2,decline,777136.0
O_DECLINED,184676,5000,2011-11-23 15:08:03,10138,2011-11-23 15:08:03,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,185503.0
O_SELECTED,184778,5000,2011-11-12 16:22:20,11000,2011-11-12 16:22:20,11000,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184778,5000,2011-11-12 16:22:21,11000,2011-11-12 16:22:21,11000,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184778,5000,2011-11-12 16:22:21,11000,2011-11-12 16:22:21,11000,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184778,5000,2011-11-22 12:09:52,10899,2011-11-22 12:09:52,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,848851.0
O_DECLINED,184778,5000,2011-11-24 15:38:17,10629,2011-11-24 15:38:17,10629,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,185305.0
O_SELECTED,184793,12000,2011-11-12 16:36:09,10862,2011-11-12 16:36:09,10862,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184793,12000,2011-11-12 16:36:10,10862,2011-11-12 16:36:10,10862,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184793,12000,2011-11-12 16:36:10,10862,2011-11-12 16:36:10,10862,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,184793,12000,2011-11-12 16:41:08,10862,2011-11-12 16:41:08,10862,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,298.0
O_SELECTED,184793,12000,2011-11-12 16:41:08,10862,2011-11-12 16:41:08,10862,0.0,o,select,select,<NO_DESC>,o_select,2,decline,298.0
O_CREATED,184793,12000,2011-11-12 16:41:09,10862,2011-11-12 16:41:09,10862,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184793,12000,2011-11-12 16:41:09,10862,2011-11-12 16:41:09,10862,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184793,12000,2011-11-18 11:45:26,10789,2011-11-18 11:45:26,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,500657.0
O_DECLINED,184793,12000,2011-11-23 13:44:51,10972,2011-11-23 13:44:51,10972,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,439165.0
O_SELECTED,184808,20500,2011-11-12 15:58:25,11000,2011-11-12 15:58:25,11000,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184808,20500,2011-11-12 15:58:26,11000,2011-11-12 15:58:26,11000,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184808,20500,2011-11-12 15:58:26,11000,2011-11-12 15:58:26,11000,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,184808,20500,2011-11-12 15:59:11,11000,2011-11-12 15:59:11,11000,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,45.0
O_SELECTED,184808,20500,2011-11-12 15:59:11,11000,2011-11-12 15:59:11,11000,0.0,o,select,select,<NO_DESC>,o_select,2,decline,45.0
O_CREATED,184808,20500,2011-11-12 15:59:12,11000,2011-11-12 15:59:12,11000,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184808,20500,2011-11-12 15:59:12,11000,2011-11-12 15:59:12,11000,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,184808,20500,2011-11-21 11:42:59,11029,2011-11-21 11:42:59,11029,0.0,o,return,return,<NO_DESC>,o_return,2,decline,762227.0
O_DECLINED,184808,20500,2011-11-23 13:33:53,10138,2011-11-23 13:33:53,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,179454.0
O_SELECTED,184955,30000,2011-11-14 13:03:56,11200,2011-11-14 13:03:56,11200,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184955,30000,2011-11-14 13:03:57,11200,2011-11-14 13:03:57,11200,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184955,30000,2011-11-14 13:03:57,11200,2011-11-14 13:03:57,11200,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,184955,30000,2011-11-14 13:05:19,11200,2011-11-14 13:05:19,11200,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,82.0
O_SELECTED,184955,30000,2011-11-14 13:05:19,11200,2011-11-14 13:05:19,11200,0.0,o,select,select,<NO_DESC>,o_select,2,decline,82.0
O_CREATED,184955,30000,2011-11-14 13:05:21,11200,2011-11-14 13:05:21,11200,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,184955,30000,2011-11-14 13:05:21,11200,2011-11-14 13:05:21,11200,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_CANCELLED,184955,30000,2011-12-12 15:17:55,11009,2011-12-12 15:17:55,11009,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,2427154.0
O_SELECTED,184955,30000,2011-12-12 15:17:55,11009,2011-12-12 15:17:55,11009,0.0,o,select,select,<NO_DESC>,o_select,2,decline,2427154.0
O_CREATED,184955,30000,2011-12-12 15:17:56,11009,2011-12-12 15:17:56,11009,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,184955,30000,2011-12-12 15:17:56,11009,2011-12-12 15:17:56,11009,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,184955,30000,2011-12-12 15:18:34,11009,2011-12-12 15:18:34,11009,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,38.0
O_SELECTED,184955,30000,2011-12-12 15:18:34,11009,2011-12-12 15:18:34,11009,0.0,o,select,select,<NO_DESC>,o_select,2,decline,38.0
O_CREATED,184955,30000,2011-12-12 15:18:36,11009,2011-12-12 15:18:36,11009,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,184955,30000,2011-12-12 15:18:36,11009,2011-12-12 15:18:36,11009,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,184955,30000,2011-12-23 10:03:40,10789,2011-12-23 10:03:40,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,931504.0
O_DECLINED,184955,30000,2011-12-24 14:53:25,11181,2011-12-24 14:53:25,11181,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,103785.0
O_SELECTED,184985,26000,2011-11-16 11:04:51,10863,2011-11-16 11:04:51,10863,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,184985,26000,2011-11-16 11:04:53,10863,2011-11-16 11:04:53,10863,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,184985,26000,2011-11-16 11:04:53,10863,2011-11-16 11:04:53,10863,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,184985,26000,2011-11-29 11:22:10,11049,2011-11-29 11:22:10,11049,0.0,o,return,return,<NO_DESC>,o_return,2,decline,1124237.0
O_DECLINED,184985,26000,2011-12-02 10:43:55,10138,2011-12-02 10:43:55,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,256905.0
O_CREATED,185006,7000,2011-11-14 11:21:04,11009,2011-11-14 11:21:04,11009,0.0,o,create,create,<NO_DESC>,o_create,3,decline,0.0
O_SELECTED,185006,7000,2011-11-14 11:21:04,11009,2011-11-14 11:21:04,11009,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_SENT,185006,7000,2011-11-14 11:21:04,11009,2011-11-14 11:21:04,11009,0.0,o,send,send,<NO_DESC>,o_send,3,decline,0.0
O_SENT_BACK,185006,7000,2011-11-18 11:46:19,10789,2011-11-18 11:46:19,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,347115.0
O_DECLINED,185006,7000,2011-11-23 09:32:01,10138,2011-11-23 09:32:01,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,423942.0
O_SELECTED,185060,6000,2011-11-14 12:25:09,10859,2011-11-14 12:25:09,10859,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185060,6000,2011-11-14 12:25:10,10859,2011-11-14 12:25:10,10859,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185060,6000,2011-11-14 12:25:10,10859,2011-11-14 12:25:10,10859,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185060,6000,2011-11-25 12:19:13,10789,2011-11-25 12:19:13,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,950043.0
O_DECLINED,185060,6000,2011-11-29 09:12:23,10609,2011-11-29 09:12:23,10609,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,334390.0
O_SELECTED,185078,1000,2011-11-14 14:53:12,10913,2011-11-14 14:53:12,10913,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185078,1000,2011-11-14 14:53:14,10913,2011-11-14 14:53:14,10913,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,185078,1000,2011-11-14 14:53:14,10913,2011-11-14 14:53:14,10913,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,185078,1000,2011-11-22 11:25:23,11049,2011-11-22 11:25:23,11049,0.0,o,return,return,<NO_DESC>,o_return,2,decline,678729.0
O_DECLINED,185078,1000,2011-11-24 14:23:47,10972,2011-11-24 14:23:47,10972,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,183504.0
O_SELECTED,185105,15000,2011-11-14 09:28:44,11200,2011-11-14 09:28:44,11200,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185105,15000,2011-11-14 09:28:45,11200,2011-11-14 09:28:45,11200,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185105,15000,2011-11-14 09:28:45,11200,2011-11-14 09:28:45,11200,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185105,15000,2011-11-18 13:04:36,11029,2011-11-18 13:04:36,11029,0.0,o,return,return,<NO_DESC>,o_return,2,decline,358551.0
O_DECLINED,185105,15000,2011-11-23 13:47:39,10809,2011-11-23 13:47:39,10809,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,434583.0
O_SELECTED,185141,10000,2011-11-14 12:17:51,10910,2011-11-14 12:17:51,10910,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185141,10000,2011-11-14 12:17:52,10910,2011-11-14 12:17:52,10910,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185141,10000,2011-11-14 12:17:52,10910,2011-11-14 12:17:52,10910,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185141,10000,2011-11-30 11:06:27,11259,2011-11-30 11:06:27,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,1378115.0
O_DECLINED,185141,10000,2011-12-05 10:37:37,10138,2011-12-05 10:37:37,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,430270.0
O_SELECTED,185147,5000,2011-11-14 15:31:55,10913,2011-11-14 15:31:55,10913,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185147,5000,2011-11-14 15:31:56,10913,2011-11-14 15:31:56,10913,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185147,5000,2011-11-14 15:31:56,10913,2011-11-14 15:31:56,10913,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185147,5000,2011-11-22 11:21:04,10899,2011-11-22 11:21:04,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,676148.0
O_DECLINED,185147,5000,2011-11-28 14:40:47,10809,2011-11-28 14:40:47,10809,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,530383.0
O_SELECTED,185201,12000,2011-11-14 15:18:28,10910,2011-11-14 15:18:28,10910,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185201,12000,2011-11-14 15:18:30,10910,2011-11-14 15:18:30,10910,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,185201,12000,2011-11-14 15:18:30,10910,2011-11-14 15:18:30,10910,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,185201,12000,2011-12-14 11:03:52,11259,2011-12-14 11:03:52,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,2576722.0
O_DECLINED,185201,12000,2011-12-16 13:16:48,10809,2011-12-16 13:16:48,10809,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,180776.0
O_SELECTED,185213,5000,2011-11-15 12:34:49,10910,2011-11-15 12:34:49,10910,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185213,5000,2011-11-15 12:34:50,10910,2011-11-15 12:34:50,10910,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185213,5000,2011-11-15 12:34:50,10910,2011-11-15 12:34:50,10910,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185213,5000,2011-12-01 11:13:59,10899,2011-12-01 11:13:59,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,1377549.0
O_DECLINED,185213,5000,2011-12-05 11:27:30,10609,2011-12-05 11:27:30,10609,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,346411.0
O_SELECTED,185216,15000,2011-11-14 15:36:09,10863,2011-11-14 15:36:09,10863,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185216,15000,2011-11-14 15:36:11,10863,2011-11-14 15:36:11,10863,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,185216,15000,2011-11-14 15:36:11,10863,2011-11-14 15:36:11,10863,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_CANCELLED,185216,15000,2011-11-21 16:43:34,11201,2011-11-21 16:43:34,11201,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,608843.0
O_SELECTED,185216,15000,2011-11-21 16:43:34,11201,2011-11-21 16:43:34,11201,0.0,o,select,select,<NO_DESC>,o_select,2,decline,608843.0
O_CREATED,185216,15000,2011-11-21 16:43:35,11201,2011-11-21 16:43:35,11201,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185216,15000,2011-11-21 16:43:35,11201,2011-11-21 16:43:35,11201,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185216,15000,2011-12-02 09:59:25,11259,2011-12-02 09:59:25,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,926150.0
O_DECLINED,185216,15000,2011-12-06 14:05:38,10809,2011-12-06 14:05:38,10809,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,360373.0
O_SELECTED,185348,10330,2011-11-15 19:48:27,10880,2011-11-15 19:48:27,10880,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185348,10330,2011-11-15 19:48:28,10880,2011-11-15 19:48:28,10880,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185348,10330,2011-11-15 19:48:29,10880,2011-11-15 19:48:29,10880,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_CANCELLED,185348,10330,2011-12-15 10:10:06,11189,2011-12-15 10:10:06,11189,0.0,o,cancel,cancel,<NO_DESC>,o_cancel,1,decline,2557297.0
O_SELECTED,185348,10330,2011-12-15 10:10:06,11189,2011-12-15 10:10:06,11189,0.0,o,select,select,<NO_DESC>,o_select,2,decline,2557297.0
O_CREATED,185348,10330,2011-12-15 10:10:08,11189,2011-12-15 10:10:08,11189,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,185348,10330,2011-12-15 10:10:08,11189,2011-12-15 10:10:08,11189,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,185348,10330,2011-12-19 11:12:12,10899,2011-12-19 11:12:12,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,349324.0
O_DECLINED,185348,10330,2011-12-21 09:58:31,10138,2011-12-21 09:58:31,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,168379.0
O_SELECTED,185351,5000,2011-11-15 12:16:19,10910,2011-11-15 12:16:19,10910,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185351,5000,2011-11-15 12:16:21,10910,2011-11-15 12:16:21,10910,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,185351,5000,2011-11-15 12:16:21,10910,2011-11-15 12:16:21,10910,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,185351,5000,2011-11-23 11:20:00,10899,2011-11-23 11:20:00,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,687819.0
O_DECLINED,185351,5000,2011-11-29 14:22:51,10809,2011-11-29 14:22:51,10809,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,529371.0
O_SELECTED,185379,30000,2011-11-15 14:47:48,11189,2011-11-15 14:47:48,11189,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185379,30000,2011-11-15 14:47:49,11189,2011-11-15 14:47:49,11189,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185379,30000,2011-11-15 14:47:49,11189,2011-11-15 14:47:49,11189,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185379,30000,2011-11-21 15:57:05,11259,2011-11-21 15:57:05,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,522556.0
O_DECLINED,185379,30000,2011-11-21 15:57:50,11259,2011-11-21 15:57:50,11259,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,45.0
O_SELECTED,185470,5900,2011-11-15 10:36:38,10910,2011-11-15 10:36:38,10910,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185470,5900,2011-11-15 10:36:40,10910,2011-11-15 10:36:40,10910,0.0,o,create,create,<NO_DESC>,o_create,3,decline,2.0
O_SENT,185470,5900,2011-11-15 10:36:40,10910,2011-11-15 10:36:40,10910,0.0,o,send,send,<NO_DESC>,o_send,3,decline,2.0
O_SENT_BACK,185470,5900,2011-11-22 11:39:00,10899,2011-11-22 11:39:00,10899,0.0,o,return,return,<NO_DESC>,o_return,2,decline,608540.0
O_DECLINED,185470,5900,2011-11-25 11:13:09,10910,2011-11-25 11:13:09,10910,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,257649.0
O_SELECTED,185560,20000,2011-11-15 14:17:29,11169,2011-11-15 14:17:29,11169,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185560,20000,2011-11-15 14:17:30,11169,2011-11-15 14:17:30,11169,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185560,20000,2011-11-15 14:17:30,11169,2011-11-15 14:17:30,11169,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185560,20000,2011-11-21 14:42:33,11259,2011-11-21 14:42:33,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,519903.0
O_DECLINED,185560,20000,2011-11-23 11:54:11,10138,2011-11-23 11:54:11,10138,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,162698.0
O_SELECTED,185629,6000,2011-11-17 12:18:43,10880,2011-11-17 12:18:43,10880,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185629,6000,2011-11-17 12:18:44,10880,2011-11-17 12:18:44,10880,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185629,6000,2011-11-17 12:18:44,10880,2011-11-17 12:18:44,10880,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185629,6000,2011-11-22 10:56:38,11259,2011-11-22 10:56:38,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,427074.0
O_DECLINED,185629,6000,2011-11-24 14:33:18,10629,2011-11-24 14:33:18,10629,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,185800.0
O_SELECTED,185653,13000,2011-11-15 18:59:03,10889,2011-11-15 18:59:03,10889,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_CREATED,185653,13000,2011-11-15 18:59:04,10889,2011-11-15 18:59:04,10889,0.0,o,create,create,<NO_DESC>,o_create,3,decline,1.0
O_SENT,185653,13000,2011-11-15 18:59:04,10889,2011-11-15 18:59:04,10889,0.0,o,send,send,<NO_DESC>,o_send,3,decline,1.0
O_SENT_BACK,185653,13000,2011-11-25 12:28:36,10789,2011-11-25 12:28:36,10789,0.0,o,return,return,<NO_DESC>,o_return,2,decline,840572.0
O_DECLINED,185653,13000,2011-11-29 10:50:47,10972,2011-11-29 10:50:47,10972,0.0,o,decline,decline,<NO_DESC>,o_decline,1,decline,339731.0
O_CREATED,185771,6000,2011-11-16 11:14:11,11169,2011-11-16 11:14:11,11169,0.0,o,create,create,<NO_DESC>,o_create,3,decline,0.0
O_SELECTED,185771,6000,2011-11-16 11:14:11,11169,2011-11-16 11:14:11,11169,0.0,o,select,select,<NO_DESC>,o_select,2,decline,0.0
O_SENT,185771,6000,2011-11-16 11:14:11,11169,2011-11-16 11:14:11,11169,0.0,o,send,send,<NO_DESC>,o_send,3,decline,0.0
O_SENT_BACK,185771,6000,2011-11-28 15:50:12,11259,2011-11-28 15:50:12,11259,0.0,o,return,return,<NO_DESC>,o_return,2,decline,1053361.0
